UnidadeAdm - Código;Situação UnidadeAdm;UnidadeAdm - Nome;UnidadeAdm - Sigla
2030090003;ATIVO;DEER/DF/GERENCIA ADMINISTRATIVA - TRANSPORTES;DEER2030090003ZZ
2030090004;ATIVO;DEER/DF/GERENCIA ADMINISTRATIVA - ZELADORIA;DEER2030090004ZZ
2030090005;ATIVO;DEER/DF/GERENCIA ADMINISTRATIVA DEPOSITO DE BENS PATRIMONIAIS;DEER2030090005ZZ
2030090006;ATIVO;DEER/DI/GERENCIA DE ACOMPANHAMENTO DE OBRAS - COMPRAS;DEER2030090006ZZ
2030090007;ATIVO;DEER/DIRETORIA DE FISCALIZACAO- COMPRAS;DEER2030090007ZZ
2030090008;ATIVO;DEER/DIRETORIA DE PLANEJAMENTO, GESTAO E FINANCAS /TIC 1;DEER2030090008ZZ
2030090009;ATIVO;DEER/DT/GERENCIA DE FISCALIZACAO DE TRANSPORTES E TRANSITO - CRG METROOLITANA;DEER2030090009ZZ
2030090010;ATIVO;DER/DF/GERENCIA DE DESENVOLVIMENTO;DEER2030090010ZZ
2030090011;ATIVO;DER/DG/ASSESSORIA DE APOIO AS COORDENADORIAS REGIONAIS;DEER2030090011ZZ
2030090012;ATIVO;DER/DH/NUCLEO DE VERBAS (SALA 105);DEER2030090012ZZ
2030090013;ATIVO;DER/DI/GERENCIA DE DESAPROPRIACAO;DEER2030090013ZZ
2030090014;ATIVO;DER/DI/GERENCIA DE GESTAO DE QUALIDADE;DEER2030090014ZZ
2030090015;ATIVO;DER/DO/GERENCIA DE EDUCACAO PARA O TRANSITO;DEER2030090015ZZ
2030090016;ATIVO;DER/PRC/CCO/COORDENACAO DO CONTENCIOSO SLS 319/323;DEER2030090016ZZ
2030090017;ATIVO;DER/PRC/COORDENACAO DE CONSULTORIA SL/306;DEER2030090017ZZ
2031000001;ATIVO;GABINETE;GABZZ
2031000002;ATIVO;IMPRENSA UNIVERSITÁRIA;IUZZ
2031000003;ATIVO;NÚCLEO DE INTERCÂMBIO E COOPERAÇÃO INSTITUCIONAL;NICIZZ
2031000004;ATIVO;PROCURADORIA;PROCZZ
2031000005;ATIVO;REITORIA;REITZZ
2031000006;ATIVO;PRÓ-REITORIA DE PESQUISA;PRPZZ
2031000007;ATIVO;COORDENADORIA DE CONTROLE E ACOMPANHAMENTO DE PROJETOS;CCAPZZ
2031000008;ATIVO;PRÓ-REITORIA DE PÓS-GRADUAÇÃO;PRPGZZ
2031000009;ATIVO;PRÓ-REITORIA DE PLANEJAMENTO, GESTÃO E FINANÇAS;PRPGFZZ
2031000010;ATIVO;DIRETORIA DE DESENVOLVIMENTO DE RECURSOS HUMANOS;DDRHZZ
2031000011;ATIVO;ASSESSORIA ESPECIAL DE RECURSOS HUMANOS;ASERHZZ
2031000012;ATIVO;DIRETORIA DE ORÇAMENTO E FINANÇAS;DOFZZ
2031000013;ATIVO;DIRETORIA DE GESTÃO DE -CAMPI-;DGCZZ
2031000014;ATIVO;PRÓ-REITORIA DE ENSINO;PREZZ
2031000015;ATIVO;ASSESSORIA DE PROJETOS ESPECIAIS;ASPESPEZZ
2031000016;ATIVO;PRÓ-REITORIA DE EXTENSÃO;PREXZZ
2031000017;ATIVO;COORDENADORIA DE APOIO AO ESTUDANTE;CAEZZ
2031000018;ATIVO;ASSESSORIA DE PROJETOS ESPECIAIS;ASPEZZ
2031000019;ATIVO;VICE-REITORIA;VICREITZZ
2031000020;ATIVO;SECRETARIA-GERAL;SGZZ
2031000021;ATIVO;UNIDADE SECCIONAL DE CONTROLE INTERNO;USCIZZ
2031000022;ATIVO;ASSESSORIA DE PLANEJAMENTO;ASPLANZZ
2031000023;ATIVO;BIBLIOTECA UNIVERSITÁRIA;BUZZ
2031000024;ATIVO;SUPERINTENDÊNCIA DO HOSPITAL UNIVERSITÁRIO CLEMENTE DE FARIA;SHUCFZZ
2031000025;ATIVO;SUPERINTENDÊNCIA;SUPZZ
2031000026;ATIVO;DIRETORIA DE ENFERMAGEM;DENFZZ
2031000027;ATIVO;DIRETORIA DE DESENVOLVIMENTO ACADÊMICO;DDAZZ
2031000028;ATIVO;COORDENADORIA DE APOIO À GRADUAÇÃO;CAGZZ
2031000029;ATIVO;COORDENADORIA DE APOIO À PESQUISA;CAPESQZZ
2031000030;ATIVO;CONTROLADORIA;CONTZZ
2031000031;ATIVO;DIRETORIA ADMINISTRATIVA;DADMZZ
2031000032;ATIVO;DIRETORIA ASSISTENCIAL;DASISTZZ
2031000033;ATIVO;DIRETORIA DE DOCUMENTAÇÃO E INFORMAÇÕES;DDIZZ
2031000034;ATIVO;DIRETORIA DE TECNOLOGIA DA INFORMAÇÃO;DTIZZ
2031000035;ATIVO;ESCRITÓRIO DE REPRESENTAÇÃO EM BELO HORIZONTE;ERBHZZ
2031000036;ATIVO;ASSESSORIA DE COMUNICAÇÃO SOCIAL;ASCOMZZ
2031000037;ATIVO;CENTRO DE EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA;CEPTZZ
2031000038;ATIVO;CENTRO DE EDUCAÇÃO A DISTÂNCIA;CEDZZ
2031000039;ATIVO;COORDENADORIA ADMINISTRATIVA;CAZZ
2031000040;ATIVO;COORDENADORIA DE APOIO PEDAGÓGICO;CAPZZ
2031000041;ATIVO;COORDENADORIA DE APOIO À PÓS-GRADUAÇÃO;CAPGZZ
2031000042;ATIVO;CONSELHO CURADOR;CCZZ
2031000043;ATIVO;CENTRO DE CIÊNCIAS BIOLÓGICAS E DA SAÚDE;CCBSZZ
2031000044;ATIVO;CENTRO DE CIÊNCIAS EXATAS E TECNOLÓGICAS;CCETZZ
2031000045;ATIVO;CENTRO DE CIÊNCIAS HUMANAS;CCHZZ
2031000046;ATIVO;CENTRO DE CIÊNCIAS SOCIAIS APLICADAS;CCSAZZ
2031000047;ATIVO;CONSELHO DE ENSINO, PESQUISA E EXTENSÃO;CEPEZZ
2031000048;ATIVO;COORDENADORIA DE ENSINO PROFISSIONALIZANTE E TECNOLÓGICO;CEPTECZZ
2031000049;ATIVO;COORDENADORIA DE EXTENSÃO CULTURAL;CEXCZZ
2031000050;ATIVO;COORDENADORIA DE EXTENSÃO COMUNITÁRIA;CEXCOZZ
2031000051;ATIVO;COORDENADORIA DE GRADUAÇÃO;CGRADZZ
2031000052;ATIVO;COORDENADORIA DE INICIAÇÃO CIENTÍFICA;CICZZ
2031000053;ATIVO;COORDENADORIA DE INOVAÇÃO TECNOLÓGICA;CITZZ
2031000054;ATIVO;COORDENADORIA DE PROJETOS;CPZZ
2031000055;ATIVO;COORDENADORIA DE PÓS-GRADUAÇÃO -LATO SENSU-;CPGLSZZ
2031000056;ATIVO;COORDENADORIA DE PÓS-GRADUAÇÃO -STRICTO SENSU-;CPGSSZZ
2031000057;ATIVO;CONSELHO UNIVERSITÁRIO;CUZZ
2031000058;ATIVO;DEPARTAMENTO DE ARTES;DAZZ
2031000059;ATIVO;DEPARTAMENTO DE BIOLOGIA GERAL;DBGZZ
2031000060;ATIVO;DEPARTAMENTO DE CIÊNCIAS DA ADMINISTRAÇÃO;DCADMZZ
2031000061;ATIVO;DEPARTAMENTO DE CIÊNCIAS AGRÁRIAS;DCAZZ
2031000062;ATIVO;DEPARTAMENTO DE CIÊNCIAS CONTÁBEIS;DCCIENZZ
2031000063;ATIVO;DEPARTAMENTO DE CLÍNICA CIRÚRGICA;DCCIRUZZ
2031000064;ATIVO;DEPARTAMENTO DE CIÊNCIAS DA COMPUTAÇÃO;DCCOMPZZ
2031000065;ATIVO;DEPARTAMENTO DE CIÊNCIAS ECONÔMICAS;DCEZZ
2031000066;ATIVO;DEPARTAMENTO DE CIÊNCIAS EXATAS;DCEXATASZZ
2031000067;ATIVO;DEPARTAMENTO DE COMUNICAÇÃO E LETRAS;DCLZZ
2031000068;ATIVO;DEPARTAMENTO DE CLÍNICA MÉDICA;DCMZZ
2031000069;ATIVO;DEPARTAMENTO DE DIREITO PRIVADO;DDPZZ
2031000070;ATIVO;DEPARTAMENTO DE DIREITO PÚBLICO ADJETIVO;DDPAZZ
2031000071;ATIVO;DEPARTAMENTO DE DIREITO PÚBLICO SUBSTANTIVO;DDPSZZ
2031000072;ATIVO;DEPARTAMENTO DE EDUCAÇÃO;DEDUZZ
2031000073;ATIVO;DEPARTAMENTO DE ENFERMAGEM;DEZZ
2031000074;ATIVO;DEPARTAMENTO DE EDUCAÇÃO FÍSICA E DO DESPORTO;DEFDZZ
2031000075;ATIVO;DEPARTAMENTO DE ESTÁGIOS E PRÁTICAS ESCOLARES;DEPEZZ
2031000076;ATIVO;DEPARTAMENTO DE FILOSOFIA;DFILOZZ
2031000077;ATIVO;DEPARTAMENTO DE FISIOPATOLOGIA;DFZZ
2031000078;ATIVO;DEPARTAMENTO DE GEOCIÊNCIAS;DGZZ
2031000079;ATIVO;DEPARTAMENTO DE HISTÓRIA;DHZZ
2031000080;ATIVO;DEPARTAMENTO DE MÉTODOS E TÉCNICAS EDUCACIONAIS;DMTEZZ
2031000081;ATIVO;DEPARTAMENTO DE ODONTOLOGIA;DOZZ
2031000082;ATIVO;DEPARTAMENTO DE POLÍTICA E CIÊNCIAS SOCIAIS;DPCSZZ
2031000083;ATIVO;DEPARTAMENTO DE SAÚDE DA MULHER E DA CRIANÇA;DSMCZZ
2031000084;ATIVO;DEPARTAMENTO DE SAÚDE MENTAL E SAÚDE COLETIVA;DSMSCZZ
2031000085;ATIVO;GERÊNCIA DE APOIO DIAGNÓSTICO;GADZZ
2031000086;ATIVO;GERÊNCIA DE ATENDIMENTO MULTIDISCIPLINAR;GAMZZ
2031000087;ATIVO;GERÊNCIA DE ADMINISTRAÇÃO DE PESSOAL;GAPZZ
2031000088;ATIVO;GERÊNCIA DE CLÍNICAS;GCZZ
2031000089;ATIVO;GERÊNCIA DE CONVÊNIOS E CONTRATOS;GCCZZ
2031000090;ATIVO;GERÊNCIA DE CONTABILIDADE E FINANÇAS;GCFZZ
2031000091;ATIVO;GERÊNCIA DE ENGENHARIA E INFRAESTRUTURA HOSPITALAR;GEIHZZ
2031000092;ATIVO;GERÊNCIA DE FARMÁCIA;GFZZ
2031000093;ATIVO;GERÊNCIA DE GOVERNANÇA E HOTELARIA;GGHZZ
2031000094;ATIVO;GERÊNCIA DE MATERIAL E SUPRIMENTOS;GMSUPRZZ
2031000095;ATIVO;GERÊNCIA DE MATERIAIS E SUPRIMENTOS;GMSZZ
2031000096;ATIVO;GERÊNCIA DE PESSOAS;GPZZ
2031000097;ATIVO;GERÊNCIA DE PRESTAÇÃO DE CONTAS;GPCZZ
2031000098;ATIVO;GERÊNCIA DE PLANEJAMENTO E ORÇAMENTO;GPOZZ
2031000099;ATIVO;GERÊNCIA DE POLÍTICAS DE RECURSOS HUMANOS;GPRHZZ
2031000100;ATIVO;GERÊNCIA DA QUALIDADE;GQZZ
2031000101;ATIVO;GERÊNCIA DE TECNOLOGIA DA INFORMAÇÃO DO HOSPITAL UNIVERSITÁRIO CLEMENTE FARIA;GTIHUCFZZ
2031000102;ATIVO;GERÊNCIA DE URGÊNCIA E EMERGÊNCIA;GUEZZ
2031080001;ATIVO;UNIMONTES-COORD.PLAN.ORC.                                                                                                                             ;UNIMONTES2031080001
2031080002;ATIVO;UNIMONTES-C.ADM.FINANCAS                                                                                                                              ;UNIMONTES2031080002
2031080003;ATIVO;UNIMONTES-DIVISAO PESSOAL                                                                                                                             ;UNIMONTES2031080003
2031080004;ATIVO;UNIMONTES/DEOP                                                                                                                                        ;UNIMONTES2031080004
2031090001;ATIVO;GERENCIA DE COMPRAS/CAMPUS;UNIMONTES2031090001Z
2032000001;ATIVO;CONSELHO CURADOR;CCZZ
2032000002;ATIVO;PRESIDENTE;PRESZZ
2032000003;ATIVO;VICE-PRESIDENTE;VICEZZ
2032000004;ATIVO;"GABINETE;";GABZZ
2032000005;ATIVO;"PROCURADORIA;";PROCZZ
2032000006;ATIVO;CONTROLADORIA SECCIONAL;AUDIZZ
2032000007;ATIVO;"ASSESSORIA DE COMUNICAÇÃO SOCIAL;";ASCOMZZ
2032000008;EXCLUÍDO;"ASSESSORIA DA QUALIDADE;";ASSQUALZZ
2032000009;ATIVO;DIRETORIA DE PLANEJAMENTO, GESTÃO E FINANÇAS;DPGFZZ
2032000010;ATIVO;GERÊNCIA DE PLANEJAMENTO E ORÇAMENTO;GPOZZ
2032000011;ATIVO;GERÊNCIA DE CONTABILIDADE E FINANÇAS;GCFZZ
2032000012;ATIVO;GERÊNCIA DE GESTÃO DE PESSOAS;GRHZZ
2032000013;ATIVO;GERÊNCIA DE LOGÍSTICA E AQUISIÇÕES;GLOGZZ
2032000014;EXCLUÍDO;GERÊNCIA DE SUPORTE ADMINISTRATIVO-OPERACIONAL;GSAOZZ
2032000015;ATIVO;ASSESSORIA DE ATUAÇÃO ESTRATÉGICA;DAEZZ
2032000016;ATIVO;DIRETORIA DE GESTÃO INSTITUCIONAL;GDIZZ
2032000017;ATIVO;GERÊNCIA DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO;GTICZZ
2032000018;ATIVO;GERÊNCIA DE FATURAMENTO, CUSTOS E CONTRATUALIZAÇÃO;GAFCZZ
2032000019;ATIVO;GERÊNCIA DE INFRAESTRUTURA FÍSICA;GIFZZ
2032000020;ATIVO;DIRETORIA TÉCNICO-CIENTÍFICA;DTCZZ
2032000021;ATIVO;ASSESSORIA DE HEMATOLOGIA E HEMOTERAPIA;GHHZZ
2032000022;ATIVO;ASSESSORIA DE ENFERMAGEM;GENFZZ
2032000023;ATIVO;GERÊNCIA DE LABORATÓRIO;GLABZZ
2032000024;ATIVO;ASSESSORIA DE CAPTAÇÃO E CADASTRO;GCCZZ
2032000025;ATIVO;GERÊNCIA DE SUPERVISÃO E ACOMPANHAMENTO;GSAZZ
2032000026;ATIVO;GERÊNCIA DE DESENVOLVIMENTO TÉCNICO-CIENTÍFICO;GDTCZZ
2032000027;ATIVO;GERÊNCIA DE CONTROLE DE QUALIDADE;GCQZZ
2032000028;ATIVO;COORDENADORIAS DE HEMOCENTRO;CHEMOIZZ
2032000029;ATIVO;GERÊNCIAS TÉCNICAS DE HEMOCENTRO;GTHEMOIZZ
2032000030;ATIVO;GERÊNCIAS ADMINISTRATIVAS DE HEMOCENTRO;GAHEMOIZZ
2032000031;ATIVO;AGÊNCIAS TRANSFUSIONAIS;AGTIIZZ
2032000032;EXCLUÍDO;COORDENADORIAS DE HEMOCENTRO TIPO II;CHEMOIIZZ
2032000033;EXCLUÍDO;GERÊNCIAS TÉCNICAS DE HEMOCENTRO TIPO II;GTHEMOIIZZ
2032000034;EXCLUÍDO;GERÊNCIAS ADMINISTRATIVAS DE HEMOCENTRO TIPO II;GAHEMOIIZZ
2032000036;ATIVO;COORDENADORIA DO CENTRO DE TECIDOS BIOLÓGICOS;CCTBZZ
2032000037;ATIVO;GERÊNCIAS DE CÉLULAS DO CENTRO DE TECIDOS BIOLÓGICOS;GTCTBZZ
2032000038;ATIVO;GERÊNCIA ADMINISTRATIVA DO CENTRO DE TECIDOS BIOLÓGICOS;GACTBZZ
2032000039;ATIVO;COORDENADORIAS DE HEMONÚCLEO;CHNZZ
2032000040;ATIVO;GERÊNCIAS TÉCNICAS DE HEMONÚCLEO;GTHNZZ
2032000041;ATIVO;GERÊNCIAS ADMINISTRATIVAS DE HEMONÚCLEO;GAHNZZ
2032000042;ATIVO;COORDENADORIAS DE UNIDADE DE COLETA E TRANSFUSÃO;CUCTZZ
2032000043;ATIVO;GERÊNCIAS ADMINISTRATIVAS DE UNIDADE DE COLETA E TRANSFUSÃO;GAUCTZZ
2032000044;ATIVO;CONSELHO CURADOR;CC
2032000045;ATIVO;PRESIDENTE;PRE
2032000046;ATIVO;VICE-PRESIDENTE;VP
2032000047;ATIVO;GABINETE;GAB
2032000048;ATIVO;PROCURADORIA;PROC
2032000049;ATIVO;ASSESSORIA DE COMUNICAÇÃO SOCIAL;ASCOM
2032000050;ATIVO;DIRETORIA DE PLANEJAMENTO, GESTÃO E FINANÇAS;DPGF
2032000051;ATIVO;GERÊNCIA DE PLANEJAMENTO E ORÇAMENTO;GPO
2032000052;ATIVO;GERÊNCIA DE CONTABILIDADE E FINANÇAS;GCF
2032000053;ATIVO;GERÊNCIA DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO;GTIC
2032000054;ATIVO;GERÊNCIA DE INFRAESTRUTURA FÍSICA;GIF
2032000055;ATIVO;DIRETORIA TÉCNICO-CIENTÍFICA;DTC
2032000056;ATIVO;GERÊNCIA DE LABORATÓRIO;GL
2032000057;ATIVO;GERÊNCIA DE SUPERVISÃO E ACOMPANHAMENTO;GSA
2032000058;ATIVO;GERÊNCIA DE DESENVOLVIMENTO TÉCNICO-CIENTÍFICO;GDTC
2032000059;ATIVO;GERÊNCIA DE CONTROLE DA QUALIDADE;GCQ
2032000060;ATIVO;AGÊNCIAS TRANSFUSIONAIS;AT
2032000061;ATIVO;COORDENADORIAS DE HEMONÚCLEO;CH
2032000062;ATIVO;GERÊNCIAS TÉCNICAS DE HEMONÚCLEO;GTH
2032000063;ATIVO;GERÊNCIAS ADMINISTRATIVAS DE HEMONÚCLEO;GAH
2032000064;ATIVO;COORDENADORIA DO CENTRO DE TECIDOS BIOLÓGICOS;CCTB
2032000065;ATIVO;GERÊNCIA ADMINISTRATIVA DO CENTRO DE TECIDOS BIOLÓGICOS;GACTB
2032000066;ATIVO;COORDENADORIAS DE UNIDADE DE COLETA E TRANSFUSÃO;CUCT
2032000067;ATIVO;GERÊNCIAS ADMINISTRATIVAS DE UNIDADE DE COLETA E TRANSFUSÃO;GAUCT
2032000068;ATIVO;GERÊNCIAS DE TECIDOS DO CENTRO DE TECIDOS BIOLÓGICOS;GTCTB
2032080001;ATIVO;HEMOMINAS - DIV.ORCAMENTO                                                                                                                             ;HEMOMINAS2032080001
2032080002;ATIVO;HEMOMINAS-DIV. FINANCEIRA                                                                                                                             ;HEMOMINAS2032080002
2032080003;ATIVO;HEMOMINAS - SERV.CONTABIL                                                                                                                             ;HEMOMINAS2032080003
2032080004;ATIVO;HEMOMINAS - AUDITORIA INT                                                                                                                             ;HEMOMINAS2032080004
2032080005;ATIVO;HEMOMINAS - UN. REGIONAIS                                                                                                                             ;HEMOMINAS2032080005
2032080006;ATIVO;HEMOMINAS - DEOP                                                                                                                                      ;HEMOMINAS2032080006
2032080007;ATIVO;UNID REG ALEM PARAIBA                                                                                                                                 ;HEMOMINAS2032080007
2032080008;ATIVO;UNID REG DE BETIM                                                                                                                                     ;HEMOMINAS2032080008
2032080009;ATIVO;UNID REG DIAMANTINA                                                                                                                                   ;HEMOMINAS2032080009
2032080010;ATIVO;UNID REG DIVINOPOLIS                                                                                                                                  ;HEMOMINAS2032080010
2032080011;ATIVO;UNID REG GOVERN.VALADARES                                                                                                                             ;HEMOMINAS2032080011
2032080012;ATIVO;UNID REG ITUIUTABA                                                                                                                                    ;HEMOMINAS2032080012
2032080013;ATIVO;UNID REG JUIZ DE FORA                                                                                                                                 ;HEMOMINAS2032080013
2032080014;ATIVO;UNID REGIONAL MANHUACU                                                                                                                                ;HEMOMINAS2032080014
2032080015;ATIVO;UNID REG MONTES CLAROS                                                                                                                                ;HEMOMINAS2032080015
2032080016;ATIVO;UNID REG PASSOS                                                                                                                                       ;HEMOMINAS2032080016
2032080017;ATIVO;UNID REG PATOS DE MINAS                                                                                                                               ;HEMOMINAS2032080017
2032080018;ATIVO;UNID REG PONTE NOVA                                                                                                                                   ;HEMOMINAS2032080018
2032080019;ATIVO;UNID REG POUSO ALEGRE                                                                                                                                 ;HEMOMINAS2032080019
2032080020;ATIVO;UNID REG SAO JOAO DEL REI                                                                                                                             ;HEMOMINAS2032080020
2032080021;ATIVO;UNID REG SETE LAGOAS                                                                                                                                  ;HEMOMINAS2032080021
2032080022;ATIVO;UNID REG UBERABA                                                                                                                                      ;HEMOMINAS2032080022
2032080023;ATIVO;UNID REG UBERLANDIA                                                                                                                                   ;HEMOMINAS2032080023
2032080024;ATIVO;UNIDADE REGIONAL DE BH                                                                                                                                ;HEMOMINAS2032080024
2032080025;ATIVO;UNID.COLETA E TRANSF-HJK                                                                                                                              ;HEMOMINAS2032080025
2032080026;ATIVO;HEMOCENTRO POCOS CALDAS                                                                                                                               ;HEMOMINAS2032080026
2032080027;ATIVO;CETEBIO-LAGOA SANTA                                                                                                                                   ;HEMOMINAS2032080027
2032080028;ATIVO;POSTO COLETA SHOPP. ESTAC                                                                                                                             ;HEMOMINAS2032080028
2032080029;ATIVO;DEER-HEMOMINAS;HEMOMINAS2032080029
2032090001;ATIVO;COMPRAS/DEOP/HEMOMINAS;HEMOMINAS2032090001Z
2032090002;ATIVO;COMPRAS/HEMOMINAS;HEMOMINAS2032090002Z
2032090003;ATIVO;SECAO ADMINIST. UNID.COL.TRANSF.BETIM/HEMOMINAS;HEMOMINAS2032090003Z
2032090004;ATIVO;SECAO ADMINISTRATIVA UNID.COL.TRANSF.HJK/HEMOMINAS;HEMOMINAS2032090004Z
2032090005;ATIVO;SECAO MAT. SERV. GERAIS GOV. VALADARES/HEMOMINAS;HEMOMINAS2032090005Z
2032090006;ATIVO;SECAO MAT. SERV. GERAIS JUIZ DE FORA/HEMOMINAS;HEMOMINAS2032090006Z
2032090007;ATIVO;SECAO MAT. SERV. GERAIS MONTES CLAROS/HEMOMINAS;HEMOMINAS2032090007Z
2032090008;ATIVO;SECAO MAT. SERV. GERAIS POUSO ALEGRE/HEMOMINAS;HEMOMINAS2032090008Z
2032090009;ATIVO;SECAO MATERIAIS SERV. GERAIS UBERLANDIA/HEMOMINAS;HEMOMINAS2032090009Z
2032090010;ATIVO;SECAO MATERIAIS SERVICOS GERAIS URA/HEMOMINAS;HEMOMINAS2032090010Z
2032090011;ATIVO;SETOR ADMINISTRATIVO DIAMANTINA/HEMOMINAS;HEMOMINAS2032090011Z
2032090012;ATIVO;SETOR ADMINISTRATIVO DIVINOPOLIS/HEMOMINAS;HEMOMINAS2032090012Z
2032090013;ATIVO;SETOR ADMINISTRATIVO ITUIUTABA/HEMOMINAS;HEMOMINAS2032090013Z
2032090014;ATIVO;SETOR ADMINISTRATIVO MANHUACU/HEMOMINAS;HEMOMINAS2032090014Z
2032090015;ATIVO;SETOR ADMINISTRATIVO PASSOS/HEMOMINAS;HEMOMINAS2032090015Z
2032090016;ATIVO;SETOR ADMINISTRATIVO PATOS DE MINAS/HEMOMINAS;HEMOMINAS2032090016Z
2032090017;ATIVO;SETOR ADMINISTRATIVO PNO/HEMOMINAS;HEMOMINAS2032090017Z
2032090018;ATIVO;SETOR ADMINISTRATIVO SETE LAGOAS/HEMOMINAS;HEMOMINAS2032090018Z
2032090019;ATIVO;SETOR ADMNISTRATIVO SAO JOAO DEL REI/HEMOMINAS;HEMOMINAS2032090019Z
2032090020;ATIVO;UNIDADE COLETA TRANSFUSAO ALEM PARAIBA/HEMOMINAS;HEMOMINAS2032090020Z
2032090021;ATIVO;HEMONÚCLEO ITUIUTABA;N/A
2032090022;ATIVO;HEMONÚCLEO PATOS DE MINAS;N/A
2032090023;ATIVO;HEMONÚCLEO SÃO JOÃO DEL REI;N/A
2032090024;ATIVO;HEMONÚCLEO DIVINÓPOLIS;N/A
2032090025;ATIVO;HEMONÚCLEO SETE LAGOAS;N/A
2032090026;ATIVO;HEMONÚCLEO MANHUAÇU;N/A
2032090027;ATIVO;HEMONÚCLEO PONTE NOVA;N/A
2032090028;ATIVO;HEMONÚCLEO DIAMANTINA;N/A
2032090029;ATIVO;HEMONÚCLEO PASSOS;N/A
2032090030;ATIVO;HEMOCENTRO MONTES CLAROS;N/A
2032090031;ATIVO;HEMOCENTRO POUSO ALEGRE;N/A
2032090032;ATIVO;HEMOCENTRO UBERLÂNDIA;N/A
2032090033;ATIVO;HEMOCENTRO GOVERNADOR VALADARES;N/A
2032090034;ATIVO;HEMOCENTRO JUIZ DE FORA;N/A
2032090035;ATIVO;HEMOCENTRO UBERABA;N/A
2032090036;ATIVO;UNIDADE DE COLETA POÇOS DE CALDAS;N/A
2032090037;ATIVO;UNIDADE DE COLETA HOSPITAL JÚLIA KUBITSCHEK;N/A
2032090038;ATIVO;UNIDADE DE COLETA BETIM;N/A
2032090039;ATIVO;HEMOCENTRO BELO HORIZONTE;N/A
2032090040;ATIVO;UNIDADE DE COLETA - ESTAÇÃO BH;ESTACAOBH
2033000001;ATIVO;CONSELHO DE ADMINISTRAÇÃO;CAZZ
2033000002;ATIVO;DIRETOR-GERAL;DZZ
2033000003;ATIVO;GABINETE;GABZZ
2033000004;ATIVO;NÚCLEO DE TECNOLOGIA DA INFORMAÇÃO;NTIZZ
2033000005;ATIVO;ASSESSORIA DE APOIO ÀS UNIDADES REGIONAIS;AAURZZ
2033000006;ATIVO;GERÊNCIA REGIONAL DE VERIFICAÇÃO E FISCALIZAÇÃO;GRVFZZ
2033000007;ATIVO;PROCURADORIA;PROCZZ
2033000008;ATIVO;UNIDADE SECCIONAL DE CONTROLE INTERNO;UCCIZZ
2033000009;ATIVO;ASSESSORIA DE COMUNICAÇÃO SOCIAL ;ASSCOMZZ
2033000010;ATIVO;DIRETORIA DE PLANEJAMENTO GESTÃO E FINANÇAS;DPGFZZ
2033000011;ATIVO;GERÊNCIA DE PLANEJAMENTO E MODERNIZAÇÃO INSTITUCIONAL;GPMIZZ
2033000012;ATIVO;GERÊNCIA DE CONTABILIDADE E FINANÇAS;GCFZZ
2033000013;ATIVO;GERÊNCIA DE RECURSOS HUMANOS;GRHZZ
2033000014;ATIVO;GERÊNCIA DE LOGÍSTICA E MANUTENÇÃO;GLMZZ
2033000015;ATIVO;DIRETORIA DE METROLOGIA LEGAL;DMLZZ
2033000016;ATIVO;GERÊNCIA DE METROLOGIA PARA PRODUTOS PRÉ-MEDIDOS;GMPPPPZZ
2033000017;ATIVO;GERÊNCIA DE COORDENAÇÃO DE SERVIÇOS METROLÓGICOS;GCSMZZ
2033000018;ATIVO;GERÊNCIA DE CRONOTACÓGRAFO, VOLUMETRIA E ARQUEAÇÃO;GCVAZZ
2033000019;ATIVO;DIRETORIA DE QUALIDADE DE BENS E PRODUTOS;DQBPZZ
2033000020;ATIVO;GERÊNCIA DE FISCALIZAÇÃO E VERIFICAÇÃO COMPULSÓRIA;GFVCZZ
2033000021;ATIVO;GERÊNCIA DE LABORATÓRIOS;GLZZ
2033000022;ATIVO;GERÊNCIA DE REGISTRO DE EMPRESAS;GREZZ
2033000023;ATIVO;GERÊNCIA DE PROGRAMAS E CERTIFICAÇÃO VOLUNTÁRIA;GPCVZZ
2033080001;ATIVO;IPEM                                                                                                                                                  ;IPEMMG2033080001
2033080002;ATIVO;REGIONAL BELO HORIZONTE                                                                                                                               ;IPEMMG2033080002
2033080003;ATIVO;REGIONAL CARATINGA                                                                                                                                    ;IPEMMG2033080003
2033080004;ATIVO;REGIONAL CURVELO                                                                                                                                      ;IPEMMG2033080004
2033080005;ATIVO;REGIONAL DIVINOPOLIS                                                                                                                                  ;IPEMMG2033080005
2033080006;ATIVO;REGIONAL GOV.VALADARES                                                                                                                                ;IPEMMG2033080006
2033080007;ATIVO;REGIONAL JUIZ DE FORA                                                                                                                                 ;IPEMMG2033080007
2033080008;ATIVO;REGIONAL MONTES CLAROS                                                                                                                                ;IPEMMG2033080008
2033080009;ATIVO;REGIONAL PATOS DE MINAS                                                                                                                               ;IPEMMG2033080009
2033080010;ATIVO;REGIONAL POUSO ALEGRE                                                                                                                                 ;IPEMMG2033080010
2033080011;ATIVO;REGIONAL PASSOS                                                                                                                                       ;IPEMMG2033080011
2033080012;ATIVO;REGIONAL VARGINHA                                                                                                                                     ;IPEMMG2033080012
2033080013;ATIVO;REGIONAL UBERLANDIA                                                                                                                                   ;IPEMMG2033080013
