FuncionalProgramática - Código;AnoExercício FuncionalProgramática;Situação FuncionalProgramática;FuncionalProgramática - Formatado;Função - Código;AnoExercício Função;Situação Função;Função - Descrição;Subfunção - Código;AnoExercício Subfunção;Situação Subfunção;Subfunção - Descrição;Programa - Código;AnoExercício Programa;Situação Programa;Programa - Descrição;Identificador ProjetoAtividade - Código;AnoExercício Identificador ProjetoAtividade;Situação Identificador ProjetoAtividade;Identificador ProjetoAtividade - Descrição;ProjetoAtividade - Código;AnoExercício ProjetoAtividade;Situação ProjetoAtividade;ProjetoAtividade - Descrição;SubprojetoSubatividade - Código;IAG - Código;AnoExercício IAG;Situação IAG;IAG - Descrição;IAG - Código-Descrição
2,2662E+16;2019;ATIVO;22.662.005.400.400.000;22;2019;ATIVO;INDÚSTRIA;662;2019;ATIVO;PRODUÇÃO INDUSTRIAL;5;2019;ATIVO;EDIÇÃO, IMPRESSÃO, COMERCIALIZAÇÃO E DIVULGAÇÃO DO JORNAL MINAS GERAIS E DOS SERVIÇOS GRÁFICOS;4;2019;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;40;2019;ATIVO;EDIÇÃO E IMPRESSÃO DO JORNAL MINAS GERAIS E DE SERVIÇOS GRÁFICOS;1;0;2019;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
2,26621E+16;2019;ATIVO;22.662.058.401.300.000;22;2019;ATIVO;INDÚSTRIA;662;2019;ATIVO;PRODUÇÃO INDUSTRIAL;58;2019;ATIVO;FOMENTO E INCENTIVO DE INVESTIMENTOS;4;2019;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;130;2019;ATIVO;APOIO À EDUCAÇÃO INFANTIL NO CAMPO;1;0;2019;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
2,26627E+16;2019;ATIVO;22.662.702.700.540.000;22;2019;ATIVO;INDÚSTRIA;662;2019;ATIVO;PRODUÇÃO INDUSTRIAL;702;2019;ATIVO;OBRIGAÇÕES ESPECIAIS;7;2019;ATIVO;OPERAÇÃO ESPECIAL;54;2019;ATIVO;BENEFÍCIOS PREVIDENCIÁRIOS - SEDE;1;0;2019;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
2,26627E+16;2019;ATIVO;22.662.702.705.410.000;22;2019;ATIVO;INDÚSTRIA;662;2019;ATIVO;PRODUÇÃO INDUSTRIAL;702;2019;ATIVO;OBRIGAÇÕES ESPECIAIS;7;2019;ATIVO;OPERAÇÃO ESPECIAL;541;2019;ATIVO;PROGRAMAÇÃO A CARGO DA COMPANHIA DE DESENVOLVIMENTO DO ESTADO DE MINAS GERAIS - CODEMIG;1;0;2019;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
2,26627E+16;#MULTIVALUE;ATIVO;22.662.705.700.540.000;22;#MULTIVALUE;ATIVO;INDÚSTRIA;662;#MULTIVALUE;ATIVO;PRODUÇÃO INDUSTRIAL;705;#MULTIVALUE;ATIVO;APOIO ÀS POLÍTICAS PÚBLICAS;7;#MULTIVALUE;ATIVO;OPERAÇÃO ESPECIAL;54;#MULTIVALUE;ATIVO;PROGRAMAÇÃO A CARGO DO ESTADO PARA A COMPANHIA DE DESENVOLVIMENTO DE MINAS GERAIS - CODEMGE;1;0;#MULTIVALUE;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
2,26627E+16;#MULTIVALUE;ATIVO;22.662.705.705.410.000;22;#MULTIVALUE;ATIVO;INDÚSTRIA;662;#MULTIVALUE;ATIVO;PRODUÇÃO INDUSTRIAL;705;#MULTIVALUE;ATIVO;APOIO ÀS POLÍTICAS PÚBLICAS;7;#MULTIVALUE;ATIVO;OPERAÇÃO ESPECIAL;541;#MULTIVALUE;ATIVO;PROGRAMAÇÃO A CARGO DO ESTADO PARA A COMPANHIA DE DESENVOLVIMENTO DO ESTADO DE MINAS GERAIS - CODEMIG;1;0;#MULTIVALUE;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
2,26631E+16;#MULTIVALUE;ATIVO;22.663.063.100.400.000;22;#MULTIVALUE;ATIVO;INDÚSTRIA;663;#MULTIVALUE;ATIVO;MINERAÇÃO;63;#MULTIVALUE;ATIVO;MINAS + GERAIS - DIVERSIFICAÇÃO E FORTALECIMENTO DA ECONOMIA;1;#MULTIVALUE;ATIVO;PROJETO DO ORÇAMENTO FISCAL;40;#MULTIVALUE;ATIVO;GESTÃO DA POLÍTICA MINERÁRIA;1;0;#MULTIVALUE;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
2,26632E+16;2019;ATIVO;22.663.158.100.780.000;22;2019;ATIVO;INDÚSTRIA;663;2019;ATIVO;MINERAÇÃO;158;2019;ATIVO;FORTALECIMENTO E DESENVOLVIMENTO DA INDÚSTRIA DE MINERAÇÃO E TRANSFORMAÇÃO;1;2019;ATIVO;PROJETO DO ORÇAMENTO FISCAL;78;2019;ATIVO;PLANO ESTADUAL DE MINERAÇÃO E TRANSFORMAÇÃO MINERAL;1;0;2019;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
2,3122E+16;#MULTIVALUE;ATIVO;23.122.020.400.420.000;23;#MULTIVALUE;ATIVO;COMÉRCIO E SERVIÇOS;122;#MULTIVALUE;ATIVO;ADMINISTRAÇÃO GERAL;20;#MULTIVALUE;ATIVO;REGISTRO PÚBLICO DE EMPRESAS MERCANTIS E ATIVIDADES AFINS;4;#MULTIVALUE;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;42;#MULTIVALUE;ATIVO;SALA MINEIRA DO EMPREENDEDOR;1;0;#MULTIVALUE;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
2,3122E+16;#MULTIVALUE;ATIVO;23.122.020.400.430.000;23;#MULTIVALUE;ATIVO;COMÉRCIO E SERVIÇOS;122;#MULTIVALUE;ATIVO;ADMINISTRAÇÃO GERAL;20;#MULTIVALUE;ATIVO;REGISTRO PÚBLICO DE EMPRESAS MERCANTIS E ATIVIDADES AFINS;4;#MULTIVALUE;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;43;#MULTIVALUE;ATIVO;REDESIM MG;1;0;#MULTIVALUE;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
2,31221E+16;2019;ATIVO;23.122.124.403.280.000;23;2019;ATIVO;COMÉRCIO E SERVIÇOS;122;2019;ATIVO;ADMINISTRAÇÃO GERAL;124;2019;ATIVO;REGISTRO PÚBLICO DE EMPRESAS MERCANTIS E ATIVIDADES AFINS;4;2019;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;328;2019;ATIVO;GESTÃO E OPERAÇÃO DE MINAS FÁCIL ;1;0;2019;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
2,31227E+16;2019;ATIVO;23.122.701.200.010.000;23;2019;ATIVO;COMÉRCIO E SERVIÇOS;122;2019;ATIVO;ADMINISTRAÇÃO GERAL;701;2019;ATIVO;APOIO À ADMINISTRAÇÃO PÚBLICA;2;2019;ATIVO;ATIVIDADE MEIO DO ORÇAMENTO FISCAL - GRP;1;2019;ATIVO;DIREÇÃO SUPERIOR;1;0;2019;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
2,31227E+16;2019;ATIVO;23.122.701.200.020.000;23;2019;ATIVO;COMÉRCIO E SERVIÇOS;122;2019;ATIVO;ADMINISTRAÇÃO GERAL;701;2019;ATIVO;APOIO À ADMINISTRAÇÃO PÚBLICA;2;2019;ATIVO;ATIVIDADE MEIO DO ORÇAMENTO FISCAL - GRP;2;2019;ATIVO;CONSTRUÇÃO E AQUISIÇÃO DE USINAS HIDRELÉTRICAS TÉRMICAS E /OU DE FONTES ALTERNATIVAS;1;0;2019;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
2,31227E+16;2019;ATIVO;23.122.701.204.170.000;23;2019;ATIVO;COMÉRCIO E SERVIÇOS;122;2019;ATIVO;ADMINISTRAÇÃO GERAL;701;2019;ATIVO;APOIO À ADMINISTRAÇÃO PÚBLICA;2;2019;ATIVO;ATIVIDADE MEIO DO ORÇAMENTO FISCAL - GRP;417;2019;ATIVO;REMUNERAÇÃO DE PESSOAL ATIVO E ENCARGOS SOCIAIS;1;0;2019;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
2,3125E+16;#MULTIVALUE;ATIVO;23.125.020.400.300.000;23;#MULTIVALUE;ATIVO;COMÉRCIO E SERVIÇOS;125;#MULTIVALUE;ATIVO;NORMATIZAÇÃO E FISCALIZAÇÃO;20;#MULTIVALUE;ATIVO;REGISTRO PÚBLICO DE EMPRESAS MERCANTIS E ATIVIDADES AFINS;4;#MULTIVALUE;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;30;#MULTIVALUE;ATIVO;REGISTRO EMPRESARIAL;1;0;#MULTIVALUE;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
2,31251E+16;#MULTIVALUE;ATIVO;23.125.063.401.270.000;23;#MULTIVALUE;ATIVO;COMÉRCIO E SERVIÇOS;125;#MULTIVALUE;ATIVO;NORMATIZAÇÃO E FISCALIZAÇÃO;63;#MULTIVALUE;ATIVO;MINAS + GERAIS - DIVERSIFICAÇÃO E FORTALECIMENTO DA ECONOMIA;4;#MULTIVALUE;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;127;#MULTIVALUE;ATIVO;EXECUÇÃO DO CONTROLE METROLÓGICO NO ESTADO DE MINAS GERAIS;1;0;#MULTIVALUE;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
2,31251E+16;2019;ATIVO;23.125.124.403.070.000;23;2019;ATIVO;COMÉRCIO E SERVIÇOS;125;2019;ATIVO;NORMATIZAÇÃO E FISCALIZAÇÃO;124;2019;ATIVO;REGISTRO PÚBLICO DE EMPRESAS MERCANTIS E ATIVIDADES AFINS;4;2019;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;307;2019;ATIVO;REGISTRO PÚBLICO DE EMPRESAS MERCANTIS E ATIVIDADES AFINS;1;0;2019;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
2,31251E+16;2019;ATIVO;23.125.124.403.090.000;23;2019;ATIVO;COMÉRCIO E SERVIÇOS;125;2019;ATIVO;NORMATIZAÇÃO E FISCALIZAÇÃO;124;2019;ATIVO;REGISTRO PÚBLICO DE EMPRESAS MERCANTIS E ATIVIDADES AFINS;4;2019;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;309;2019;ATIVO;JUCEMG NEGÓCIOS;1;1;2019;ATIVO;AÇÕES DE ACOMPANHAMENTO INTENSIVO;1 - AÇÕES DE ACOMPANHAMENTO INTENSIVO
2,31287E+16;2019;ATIVO;23.128.701.200.180.000;23;2019;ATIVO;COMÉRCIO E SERVIÇOS;128;2019;ATIVO;FORMAÇÃO DE RECURSOS HUMANOS;701;2019;ATIVO;APOIO À ADMINISTRAÇÃO PÚBLICA;2;2019;ATIVO;ATIVIDADE MEIO DO ORÇAMENTO FISCAL - GRP;18;2019;ATIVO;EDITAIS DE APOIO À INDÚSTRIA CRIATIVA;1;0;2019;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
2,36651E+16;#MULTIVALUE;ATIVO;23.665.063.401.260.000;23;#MULTIVALUE;ATIVO;COMÉRCIO E SERVIÇOS;665;#MULTIVALUE;ATIVO;NORMALIZAÇÃO E QUALIDADE;63;#MULTIVALUE;ATIVO;MINAS + GERAIS - DIVERSIFICAÇÃO E FORTALECIMENTO DA ECONOMIA;4;#MULTIVALUE;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;126;#MULTIVALUE;ATIVO;AVALIAÇÃO DA CONFORMIDADE DE PRODUTOS E SERVIÇOS NO MERCADO MINEIRO;1;0;#MULTIVALUE;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
2,3691E+16;#MULTIVALUE;ATIVO;23.691.019.400.270.000;23;#MULTIVALUE;ATIVO;COMÉRCIO E SERVIÇOS;691;#MULTIVALUE;ATIVO;PROMOÇÃO COMERCIAL;19;#MULTIVALUE;ATIVO;FINANCIAMENTO AO DESENVOLVIMENTO;4;#MULTIVALUE;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;27;#MULTIVALUE;ATIVO;FUNDESE GERAMINAS;1;0;#MULTIVALUE;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
2,3691E+16;#MULTIVALUE;ATIVO;23.691.019.400.280.000;23;#MULTIVALUE;ATIVO;COMÉRCIO E SERVIÇOS;691;#MULTIVALUE;ATIVO;PROMOÇÃO COMERCIAL;19;#MULTIVALUE;ATIVO;FINANCIAMENTO AO DESENVOLVIMENTO;4;#MULTIVALUE;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;28;#MULTIVALUE;ATIVO;FUNDESE BASE TECNOLÓGICA;1;0;#MULTIVALUE;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
2,3691E+16;#MULTIVALUE;ATIVO;23.691.019.400.290.000;23;#MULTIVALUE;ATIVO;COMÉRCIO E SERVIÇOS;691;#MULTIVALUE;ATIVO;PROMOÇÃO COMERCIAL;19;#MULTIVALUE;ATIVO;FINANCIAMENTO AO DESENVOLVIMENTO;4;#MULTIVALUE;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;29;#MULTIVALUE;ATIVO;FUNDESE EMPRESA MINEIRA COMPETITIVA;1;0;#MULTIVALUE;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
2,3691E+16;2019;ATIVO;23.691.045.401.980.000;23;2019;ATIVO;COMÉRCIO E SERVIÇOS;691;2019;ATIVO;PROMOÇÃO COMERCIAL;45;2019;ATIVO;FINANCIAMENTO AO DESENVOLVIMENTO;4;2019;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;198;2019;ATIVO;COMPLEMENTO PARA CARGA 14;1;0;2019;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
2,3691E+16;2019;ATIVO;23.691.045.401.990.000;23;2019;ATIVO;COMÉRCIO E SERVIÇOS;691;2019;ATIVO;PROMOÇÃO COMERCIAL;45;2019;ATIVO;FINANCIAMENTO AO DESENVOLVIMENTO;4;2019;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;199;2019;ATIVO;COMPLEMENTO PARA CARGA 15;1;0;2019;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
2,36911E+16;2020;ATIVO;23.691.063.100.370.000;23;2020;ATIVO;COMÉRCIO E SERVIÇOS;691;2020;ATIVO;PROMOÇÃO COMERCIAL;63;2020;ATIVO;MINAS + GERAIS - DIVERSIFICAÇÃO E FORTALECIMENTO DA ECONOMIA;1;2020;ATIVO;PROJETO DO ORÇAMENTO FISCAL;37;2020;ATIVO;INTEGRAÇÃO DAS CADEIAS PRODUTIVAS MINEIRAS;1;1;2020;ATIVO;AÇÕES DE ACOMPANHAMENTO INTENSIVO;1 - AÇÕES DE ACOMPANHAMENTO INTENSIVO
2,36911E+16;2021;ATIVO;23.691.063.100.370.000;23;2021;ATIVO;COMÉRCIO E SERVIÇOS;691;2021;ATIVO;PROMOÇÃO COMERCIAL;63;2021;ATIVO;MINAS + GERAIS - DIVERSIFICAÇÃO E FORTALECIMENTO DA ECONOMIA;1;2021;ATIVO;PROJETO DO ORÇAMENTO FISCAL;37;2021;ATIVO;INTEGRAÇÃO DAS CADEIAS PRODUTIVAS MINEIRAS;1;0;2021;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
2,36911E+16;#MULTIVALUE;ATIVO;23.691.064.100.180.000;23;#MULTIVALUE;ATIVO;COMÉRCIO E SERVIÇOS;691;#MULTIVALUE;ATIVO;PROMOÇÃO COMERCIAL;64;#MULTIVALUE;ATIVO;CAMINHOS PARA O DESENVOLVIMENTO - DESENVOLVIMENTO E INTEGRAÇÃO REGIONAL;1;#MULTIVALUE;ATIVO;PROJETO DO ORÇAMENTO FISCAL;18;#MULTIVALUE;ATIVO;FOMENTO AOS NEGÓCIOS;1;0;#MULTIVALUE;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
2,36911E+16;#MULTIVALUE;ATIVO;23.691.064.100.190.000;23;#MULTIVALUE;ATIVO;COMÉRCIO E SERVIÇOS;691;#MULTIVALUE;ATIVO;PROMOÇÃO COMERCIAL;64;#MULTIVALUE;ATIVO;CAMINHOS PARA O DESENVOLVIMENTO - DESENVOLVIMENTO E INTEGRAÇÃO REGIONAL;1;#MULTIVALUE;ATIVO;PROJETO DO ORÇAMENTO FISCAL;19;#MULTIVALUE;ATIVO;MINAS LIVRE PARA CRESCER;1;1;#MULTIVALUE;ATIVO;AÇÕES DE ACOMPANHAMENTO INTENSIVO;1 - AÇÕES DE ACOMPANHAMENTO INTENSIVO
2,36911E+16;#MULTIVALUE;ATIVO;23.691.064.402.790.000;23;#MULTIVALUE;ATIVO;COMÉRCIO E SERVIÇOS;691;#MULTIVALUE;ATIVO;PROMOÇÃO COMERCIAL;64;#MULTIVALUE;ATIVO;CAMINHOS PARA O DESENVOLVIMENTO - DESENVOLVIMENTO E INTEGRAÇÃO REGIONAL;4;#MULTIVALUE;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;279;#MULTIVALUE;ATIVO;ARTESANATO MINEIRO PARA O DESENVOLVIMENTO REGIONAL;1;0;#MULTIVALUE;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
2,36911E+16;#MULTIVALUE;ATIVO;23.691.066.100.420.000;23;#MULTIVALUE;ATIVO;COMÉRCIO E SERVIÇOS;691;#MULTIVALUE;ATIVO;PROMOÇÃO COMERCIAL;66;#MULTIVALUE;ATIVO;#VEMPRAMINAS - ATRAÇÃO DE INVESTIMENTOS;1;#MULTIVALUE;ATIVO;PROJETO DO ORÇAMENTO FISCAL;42;#MULTIVALUE;ATIVO;CONEXÃO ÁSIA;1;0;#MULTIVALUE;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
2,36911E+16;#MULTIVALUE;ATIVO;23.691.066.100.430.000;23;#MULTIVALUE;ATIVO;COMÉRCIO E SERVIÇOS;691;#MULTIVALUE;ATIVO;PROMOÇÃO COMERCIAL;66;#MULTIVALUE;ATIVO;#VEMPRAMINAS - ATRAÇÃO DE INVESTIMENTOS;1;#MULTIVALUE;ATIVO;PROJETO DO ORÇAMENTO FISCAL;43;#MULTIVALUE;ATIVO;MINAS AMIGA DO INVESTIDOR;1;1;#MULTIVALUE;ATIVO;AÇÕES DE ACOMPANHAMENTO INTENSIVO;1 - AÇÕES DE ACOMPANHAMENTO INTENSIVO
2,36911E+16;#MULTIVALUE;ATIVO;23.691.066.100.450.000;23;#MULTIVALUE;ATIVO;COMÉRCIO E SERVIÇOS;691;#MULTIVALUE;ATIVO;PROMOÇÃO COMERCIAL;66;#MULTIVALUE;ATIVO;#VEMPRAMINAS - ATRAÇÃO DE INVESTIMENTOS;1;#MULTIVALUE;ATIVO;PROJETO DO ORÇAMENTO FISCAL;45;#MULTIVALUE;ATIVO;AEROTRÓPOLE MINEIRA;1;1;#MULTIVALUE;ATIVO;AÇÕES DE ACOMPANHAMENTO INTENSIVO;1 - AÇÕES DE ACOMPANHAMENTO INTENSIVO
2,36911E+16;2020;ATIVO;23.691.066.100.550.000;23;2020;ATIVO;COMÉRCIO E SERVIÇOS;691;2020;ATIVO;PROMOÇÃO COMERCIAL;66;2020;ATIVO;#VEMPRAMINAS - ATRAÇÃO DE INVESTIMENTOS;1;2020;ATIVO;PROJETO DO ORÇAMENTO FISCAL;55;2020;ATIVO;ATRAÇÃO DE CAPITAL EMPREENDEDOR;1;0;2020;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
2,36912E+16;2019;ATIVO;23.691.152.402.280.000;23;2019;ATIVO;COMÉRCIO E SERVIÇOS;691;2019;ATIVO;PROMOÇÃO COMERCIAL;152;2019;ATIVO;PROGRAMA DE DESENVOLVIMENTO DO NORTE E NORDESTE;4;2019;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;228;2019;ATIVO;FUNDO JAÍBA;1;0;2019;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
2,36912E+16;2019;ATIVO;23.691.152.403.680.000;23;2019;ATIVO;COMÉRCIO E SERVIÇOS;691;2019;ATIVO;PROMOÇÃO COMERCIAL;152;2019;ATIVO;PROGRAMA DE DESENVOLVIMENTO DO NORTE E NORDESTE;4;2019;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;368;2019;ATIVO;POTENCIALIZAÇÃO DAS VOCAÇÕES REGIONAIS DO NORTE E NORDESTE DE MINAS GERAIS;1;0;2019;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
2,36912E+16;2019;ATIVO;23.691.170.402.240.000;23;2019;ATIVO;COMÉRCIO E SERVIÇOS;691;2019;ATIVO;PROMOÇÃO COMERCIAL;170;2019;ATIVO;PROMOÇÃO E FOMENTO DA INDÚSTRIA, COMÉRCIO E SERVIÇOS DE MINAS GERAIS;4;2019;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;224;2019;ATIVO;AVALIAÇÃO E FISCALIZAÇÃO DE PRODUTOS DISPONÍVEIS NO MERCADO CONFORME REGULAMENTAÇÃO TÉCNICA;1;0;2019;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
2,36912E+16;2019;ATIVO;23.691.170.402.610.000;23;2019;ATIVO;COMÉRCIO E SERVIÇOS;691;2019;ATIVO;PROMOÇÃO COMERCIAL;170;2019;ATIVO;PROMOÇÃO E FOMENTO DA INDÚSTRIA, COMÉRCIO E SERVIÇOS DE MINAS GERAIS;4;2019;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;261;2019;ATIVO;DISPONIBILIZAR ESPAÇOS ESPORTIVOS;1;0;2019;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
2,36912E+16;2019;ATIVO;23.691.170.402.730.000;23;2019;ATIVO;COMÉRCIO E SERVIÇOS;691;2019;ATIVO;PROMOÇÃO COMERCIAL;170;2019;ATIVO;PROMOÇÃO E FOMENTO DA INDÚSTRIA, COMÉRCIO E SERVIÇOS DE MINAS GERAIS;4;2019;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;273;2019;ATIVO;MANUTENÇÃO DA DIVISÃO TERRITORIAL DE MINAS GERAIS;1;0;2019;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
2,36912E+16;2019;ATIVO;23.691.170.402.820.000;23;2019;ATIVO;COMÉRCIO E SERVIÇOS;691;2019;ATIVO;PROMOÇÃO COMERCIAL;170;2019;ATIVO;PROMOÇÃO E FOMENTO DA INDÚSTRIA, COMÉRCIO E SERVIÇOS DE MINAS GERAIS;4;2019;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;282;2019;ATIVO;MEMORIAL ABERTO À VISITAÇÃO E PESQUISA;1;0;2019;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
2,3692E+16;2019;ATIVO;23.692.005.400.390.000;23;2019;ATIVO;COMÉRCIO E SERVIÇOS;692;2019;ATIVO;COMERCIALIZAÇÃO;5;2019;ATIVO;EDIÇÃO, IMPRESSÃO, COMERCIALIZAÇÃO E DIVULGAÇÃO DO JORNAL MINAS GERAIS E DOS SERVIÇOS GRÁFICOS;4;2019;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;39;2019;ATIVO;DISPONIBILIZAÇÃO DO JORNAL MINAS GERAIS;1;0;2019;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
2,3692E+16;2019;ATIVO;23.692.005.400.780.000;23;2019;ATIVO;COMÉRCIO E SERVIÇOS;692;2019;ATIVO;COMERCIALIZAÇÃO;5;2019;ATIVO;EDIÇÃO, IMPRESSÃO, COMERCIALIZAÇÃO E DIVULGAÇÃO DO JORNAL MINAS GERAIS E DOS SERVIÇOS GRÁFICOS;4;2019;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;78;2019;ATIVO;DESENVOLVIMENTO DO ENSINO FUNDAMENTAL - ESCOLA ESTADUAL ORDEM E PROGRESSO;1;0;2019;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
2,3692E+16;#MULTIVALUE;ATIVO;23.692.027.400.440.000;23;#MULTIVALUE;ATIVO;COMÉRCIO E SERVIÇOS;692;#MULTIVALUE;ATIVO;COMERCIALIZAÇÃO;27;#MULTIVALUE;ATIVO;PRODUÇÃO E MODERNIZAÇÃO DO DIÁRIO OFICIAL ELETRÔNICO MINAS GERAIS;4;#MULTIVALUE;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;44;#MULTIVALUE;ATIVO;AMPLIAÇÃO DO ACESSO AO ACERVO DO DIÁRIO OFICIAL MINAS GERAIS;1;0;#MULTIVALUE;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
2,3692E+16;#MULTIVALUE;ATIVO;23.692.027.400.450.000;23;#MULTIVALUE;ATIVO;COMÉRCIO E SERVIÇOS;692;#MULTIVALUE;ATIVO;COMERCIALIZAÇÃO;27;#MULTIVALUE;ATIVO;PRODUÇÃO E MODERNIZAÇÃO DO DIÁRIO OFICIAL ELETRÔNICO MINAS GERAIS;4;#MULTIVALUE;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;45;#MULTIVALUE;ATIVO;REESTRUTURAÇÃO DO SERVIÇO DE PUBLICAÇÃO NO DIÁRIO OFICIAL ELETRÔNICO MINAS GERAIS;1;0;#MULTIVALUE;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
